,Series Code,Series Name
685,SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
686,SL.TLF.ADVN.ZS,Labor force with advanced education (% of total working-age population with advanced education)
687,SL.TLF.ADVN.FE.ZS,"Labor force with advanced education, female (% of female working-age population with advanced education)"
688,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)"
689,SL.TLF.BASC.ZS,Labor force with basic education (% of total working-age population with basic education)
690,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)"
691,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)"
692,SL.TLF.INTM.ZS,Labor force with intermediate education (% of total working-age population with intermediate education)
693,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)"
694,SL.TLF.INTM.MA.ZS,"Labor force with intermediate education, male (% of male working-age population with intermediate education)"
695,SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)"
696,SL.TLF.TOTL.IN,"Labor force, total"
697,IC.TAX.LABR.CP.ZS,Labor tax and contributions (% of commercial profits)
698,AG.LND.TOTL.K2,Land area (sq. km)
699,AG.LND.EL5M.ZS,Land area where elevation is below 5 meters (% of total land area)
700,AG.LND.CREL.HA,Land under cereal production (hectares)
701,LP.EXP.DURS.MD,"Lead time to export, median case (days)"
702,LP.IMP.DURS.MD,"Lead time to import, median case (days)"
703,SE.LPV.PRIM,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)
704,SE.LPV.PRIM.FE,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)
705,SE.LPV.PRIM.MA,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)
706,FR.INR.LEND,Lending interest rate (%)
707,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources
708,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)"
709,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)"
710,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)"
711,SH.MMR.RISK.ZS,Lifetime risk of maternal death (%)
712,SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country)
713,IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100)
714,CM.MKT.LDOM.NO,"Listed domestic companies, total"
715,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)"
716,SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)"
717,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)"
718,SE.ADT.1524.LT.FM.ZS,"Literacy rate, youth (ages 15-24), gender parity index (GPI)"
719,SE.ADT.1524.LT.FE.ZS,"Literacy rate, youth female (% of females ages 15-24)"
720,SE.ADT.1524.LT.MA.ZS,"Literacy rate, youth male (% of males ages 15-24)"
721,SE.ADT.1524.LT.ZS,"Literacy rate, youth total (% of people ages 15-24)"
722,AG.PRD.LVSK.XD,Livestock production index (2014-2016 = 100)
723,LP.LPI.TRAC.XQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high)
724,LP.LPI.LOGS.XQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high)
725,LP.LPI.ITRN.XQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)
726,LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)
727,LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)
728,LP.LPI.OVRL.XQ,Logistics performance index: Overall (1=low to 5=high)
729,LP.LPI.INFR.XQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)
730,IC.FRM.CRIM.ZS,Losses due to theft and vandalism (% of annual sales for affected firms)
731,SH.STA.BRTW.ZS,Low-birthweight babies (% of births)
732,SE.SEC.CMPT.LO.FE.ZS,"Lower secondary completion rate, female (% of relevant age group)"
733,SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)"
734,SE.SEC.CMPT.LO.ZS,"Lower secondary completion rate, total (% of relevant age group)"
735,SE.SEC.AGES,Lower secondary school starting age (years)
736,NV.MNF.MTRN.ZS.UN,Machinery and transport equipment (% of value added in manufacturing)
737,SE.LPV.PRIM.SD.MA,Male primary school age children out-of-school (%)
738,SE.LPV.PRIM.LD.MA,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold
739,EN.MAM.THRD.NO,"Mammal species, threatened"
740,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports)
741,TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports)
742,NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)"
743,NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)"
744,NV.IND.MANF.KD,"Manufacturing, value added (constant 2015 US$)"
745,NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)"
746,NV.IND.MANF.CN,"Manufacturing, value added (current LCU)"
747,NV.IND.MANF.CD,"Manufacturing, value added (current US$)"
748,ER.MRN.PTMR.ZS,Marine protected areas (% of territorial waters)
749,CM.MKT.LCAP.GD.ZS,Market capitalization of listed domestic companies (% of GDP)
750,CM.MKT.LCAP.CD,Market capitalization of listed domestic companies (current US$)
751,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)"
752,SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)"
753,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports)
754,NV.MNF.TECH.ZS.UN,Medium and high-tech manufacturing value added (% manufacturing value added)
755,TX.VAL.MRCH.CD.WT,Merchandise exports (current US$)
756,TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$)
757,TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
758,TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports)
759,TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports)
760,TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)
761,TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)
762,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
763,TX.VAL.MRCH.R4.ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)
764,TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)
765,TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)
766,TX.VAL.MRCH.OR.ZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)
767,TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)
768,TM.VAL.MRCH.CD.WT,Merchandise imports (current US$)
769,TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$)
770,TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
771,TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports)
772,TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports)
773,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)
774,TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)
775,TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)
776,TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)
777,TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)
778,TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)
779,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)
780,TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)
781,TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP)
782,EN.ATM.METH.ZG,Methane emissions (% change from 1990)
783,EN.ATM.METH.KT.CE,Methane emissions (kt of CO2 equivalent)
784,EN.ATM.METH.EG.KT.CE,Methane emissions in energy sector (thousand metric tons of CO2 equivalent)
785,IQ.SCI.MTHD,Methodology assessment of statistical capacity (scale 0 - 100)
786,MS.MIL.XPND.GD.ZS,Military expenditure (% of GDP)
787,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure)
788,MS.MIL.XPND.CN,Military expenditure (current LCU)
789,MS.MIL.XPND.CD,Military expenditure (current USD)
790,NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP)
791,IT.CEL.SETS,Mobile cellular subscriptions
792,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people)
793,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP)
794,SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)"
795,SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)"
796,SH.DYN.NCOM.FE.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)"
797,SH.DYN.NCOM.MA.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)"
798,SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)"
799,SH.STA.AIRP.FE.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)"
800,SH.STA.AIRP.MA.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)"
801,SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning (per 100,000 population)"
802,SH.STA.POIS.P5.FE,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)"
803,SH.STA.POIS.P5.MA,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)"
804,SH.STA.WASH.P5,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)"
805,SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)"
806,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)"
807,SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)"
808,SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)"
809,SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)"
810,SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)"
811,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)"
812,SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)"
813,SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)"
814,SI.POV.MPUN,Multidimensional poverty headcount ratio (UNDP) (% of population)
815,SI.POV.MPWB,Multidimensional poverty headcount ratio (World Bank) (% of population)
816,DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service)
817,DT.TDS.MLAT.CD,"Multilateral debt service (TDS, current US$)"
818,NY.GDP.NGAS.RT.ZS,Natural gas rents (% of GDP)
819,GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP)
820,GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU)
821,TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100)
822,DC.DAC.AUSL.CD,"Net bilateral aid flows from DAC donors, Australia (current US$)"
823,DC.DAC.AUTL.CD,"Net bilateral aid flows from DAC donors, Austria (current US$)"
824,DC.DAC.BELL.CD,"Net bilateral aid flows from DAC donors, Belgium (current US$)"
825,DC.DAC.CANL.CD,"Net bilateral aid flows from DAC donors, Canada (current US$)"
826,DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)"
827,DC.DAC.DNKL.CD,"Net bilateral aid flows from DAC donors, Denmark (current US$)"
828,DC.DAC.ESTL.CD,"Net bilateral aid flows from DAC donors, Estonia (current US$)"
829,DC.DAC.CECL.CD,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)"
830,DC.DAC.FINL.CD,"Net bilateral aid flows from DAC donors, Finland (current US$)"
831,DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)"
832,DC.DAC.DEUL.CD,"Net bilateral aid flows from DAC donors, Germany (current US$)"
833,DC.DAC.GRCL.CD,"Net bilateral aid flows from DAC donors, Greece (current US$)"
834,DC.DAC.HUNL.CD,"Net bilateral aid flows from DAC donors, Hungary (current US$)"
835,DC.DAC.ISLL.CD,"Net bilateral aid flows from DAC donors, Iceland (current US$)"
836,DC.DAC.IRLL.CD,"Net bilateral aid flows from DAC donors, Ireland (current US$)"
837,DC.DAC.ITAL.CD,"Net bilateral aid flows from DAC donors, Italy (current US$)"
838,DC.DAC.JPNL.CD,"Net bilateral aid flows from DAC donors, Japan (current US$)"
839,DC.DAC.KORL.CD,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)"
840,DC.DAC.LTUL.CD,"Net bilateral aid flows from DAC donors, Lithuania (current US$)"
841,DC.DAC.LUXL.CD,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)"
842,DC.DAC.NLDL.CD,"Net bilateral aid flows from DAC donors, Netherlands (current US$)"
843,DC.DAC.NZLL.CD,"Net bilateral aid flows from DAC donors, New Zealand (current US$)"
844,DC.DAC.NORL.CD,"Net bilateral aid flows from DAC donors, Norway (current US$)"
845,DC.DAC.POLL.CD,"Net bilateral aid flows from DAC donors, Poland (current US$)"
846,DC.DAC.PRTL.CD,"Net bilateral aid flows from DAC donors, Portugal (current US$)"
847,DC.DAC.SVKL.CD,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)"
848,DC.DAC.SVNL.CD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)"
849,DC.DAC.ESPL.CD,"Net bilateral aid flows from DAC donors, Spain (current US$)"
850,DC.DAC.SWEL.CD,"Net bilateral aid flows from DAC donors, Sweden (current US$)"
851,DC.DAC.CHEL.CD,"Net bilateral aid flows from DAC donors, Switzerland (current US$)"
852,DC.DAC.TOTL.CD,"Net bilateral aid flows from DAC donors, Total (current US$)"
853,DC.DAC.GBRL.CD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)"
854,DC.DAC.USAL.CD,"Net bilateral aid flows from DAC donors, United States (current US$)"
855,BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)"
856,FM.AST.DOMS.CN,Net domestic credit (current LCU)
857,BN.KAC.EOMS.CD,"Net errors and omissions (BoP, current US$)"
858,BN.FIN.TOTL.CD,"Net financial account (BoP, current US$)"
859,DT.NFL.BLAT.CD,"Net financial flows, bilateral (NFL, current US$)"
860,DT.NFL.MIBR.CD,"Net financial flows, IBRD (NFL, current US$)"
861,DT.NFL.MIDA.CD,"Net financial flows, IDA (NFL, current US$)"
862,DT.NFL.IMFC.CD,"Net financial flows, IMF concessional (NFL, current US$)"
863,DT.NFL.IMFN.CD,"Net financial flows, IMF nonconcessional (NFL, current US$)"
864,DT.NFL.MLAT.CD,"Net financial flows, multilateral (NFL, current US$)"
865,DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)"
866,DT.NFL.RDBC.CD,"Net financial flows, RDB concessional (NFL, current US$)"
867,DT.NFL.RDBN.CD,"Net financial flows, RDB nonconcessional (NFL, current US$)"
868,DT.NFL.DPNG.CD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)"
869,FM.AST.NFRG.CN,Net foreign assets (current LCU)
870,GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)"
871,GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)"
872,SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population)
873,SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)"
874,SE.PRM.NINT.MA.ZS,"Net intake rate in grade 1, male (% of official school-age population)"
875,GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP)
876,GC.NFN.TOTL.CN,Net investment in nonfinancial assets (current LCU)
877,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP)
878,GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU)
879,SM.POP.NETM,Net migration
880,DC.ODA.TLDC.GN.ZS,Net ODA provided to the least developed countries (% of GNI)
881,DC.ODA.TLDC.CD,"Net ODA provided, to the least developed countries (current US$)"
882,DC.ODA.TOTL.GN.ZS,"Net ODA provided, total (% of GNI)"
883,DC.ODA.TOTL.KD,"Net ODA provided, total (constant 2021 US$)"
884,DC.ODA.TOTL.CD,"Net ODA provided, total (current US$)"
885,DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense)
886,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI)
887,DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation)
888,DT.ODA.ODAT.MP.ZS,"Net ODA received (% of imports of goods, services and primary income)"
889,DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$)
890,DT.ODA.OATL.KD,Net official aid received (constant 2021 US$)
891,DT.ODA.OATL.CD,Net official aid received (current US$)
892,DT.ODA.ALLD.KD,Net official development assistance and official aid received (constant 2021 US$)
893,DT.ODA.ALLD.CD,Net official development assistance and official aid received (current US$)
894,DT.ODA.ODAT.KD,Net official development assistance received (constant 2021 US$)
895,DT.ODA.ODAT.CD,Net official development assistance received (current US$)
896,DT.NFL.CERF.CD,"Net official flows from UN agencies, CERF (current US$)"
897,DT.NFL.FAOG.CD,"Net official flows from UN agencies, FAO (current US$)"
898,DT.NFL.IAEA.CD,"Net official flows from UN agencies, IAEA (current US$)"
899,DT.NFL.IFAD.CD,"Net official flows from UN agencies, IFAD (current US$)"
900,DT.NFL.ILOG.CD,"Net official flows from UN agencies, ILO (current US$)"
901,DT.NFL.SDGF.CD,"Net official flows from UN agencies, SDGFUND (current US$)"
902,DT.NFL.SPRP.CD,"Net official flows from UN agencies, SPRP (current US$)"
903,DT.NFL.UNAI.CD,"Net official flows from UN agencies, UNAIDS (current US$)"
904,DT.NFL.UNCD.CD,"Net official flows from UN agencies, UNCDF (current US$)"
905,DT.NFL.UNCV.CD,"Net official flows from UN agencies, UNCOVID (current US$)"
906,DT.NFL.UNCTAD.CD,"Net official flows from UN agencies, UNCTAD (current US$)"
907,DT.NFL.UNDP.CD,"Net official flows from UN agencies, UNDP (current US$)"
908,DT.NFL.UNEC.CD,"Net official flows from UN agencies, UNECE (current US$)"
909,DT.NFL.UNEP.CD,"Net official flows from UN agencies, UNEP (current US$)"
910,DT.NFL.UNFP.CD,"Net official flows from UN agencies, UNFPA (current US$)"
911,DT.NFL.UNCR.CD,"Net official flows from UN agencies, UNHCR (current US$)"
912,DT.NFL.UNCF.CD,"Net official flows from UN agencies, UNICEF (current US$)"
913,DT.NFL.UNID.CD,"Net official flows from UN agencies, UNIDIR (current US$)"
914,DT.NFL.UNIDO.CD,"Net official flows from UN agencies, UNIDO (current US$)"
915,DT.NFL.UNPB.CD,"Net official flows from UN agencies, UNPBF (current US$)"
916,DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)"
917,DT.NFL.UNTA.CD,"Net official flows from UN agencies, UNTA (current US$)"
918,DT.NFL.UNWN.CD,"Net official flows from UN agencies, UNWOMEN (current US$)"
919,DT.NFL.UNWT.CD,"Net official flows from UN agencies, UNWTO (current US$)"
920,DT.NFL.WFPG.CD,"Net official flows from UN agencies, WFP (current US$)"
921,DT.NFL.WHOL.CD,"Net official flows from UN agencies, WHO (current US$)"
922,DT.NFL.WITC.CD,"Net official flows from UN agencies, WTO-ITC (current US$)"
923,BN.GSR.FCTY.CD,"Net primary income (BoP, current US$)"
924,NY.GSR.NFCY.KN,Net primary income (Net income from abroad) (constant LCU)
925,NY.GSR.NFCY.CN,Net primary income (Net income from abroad) (current LCU)
926,NY.GSR.NFCY.CD,Net primary income (Net income from abroad) (current US$)
927,BN.TRF.CURR.CD,"Net secondary income (BoP, current US$)"
928,NY.TRF.NCTR.KN,Net secondary income (Net current transfers from abroad) (constant LCU)
929,NY.TRF.NCTR.CN,Net secondary income (Net current transfers from abroad) (current LCU)
930,NY.TRF.NCTR.CD,Net secondary income (Net current transfers from abroad) (current US$)
931,BN.GSR.MRCH.CD,"Net trade in goods (BoP, current US$)"
932,BN.GSR.GNFS.CD,"Net trade in goods and services (BoP, current US$)"
933,IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)"
934,IC.BUS.NREG,New businesses registered (number)
935,SH.VAC.TTNS.ZS,Newborns protected against tetanus (%)
936,EN.ATM.NOXE.ZG,Nitrous oxide emissions (% change from 1990)
937,EN.ATM.NOXE.KT.CE,Nitrous oxide emissions (thousand metric tons of CO2 equivalent)
938,EN.ATM.NOXE.EG.ZS,Nitrous oxide emissions in energy sector (% of total)
939,EN.ATM.NOXE.EG.KT.CE,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)
940,SH.DTH.1014,Number of deaths ages 10-14 years
941,SH.DTH.1519,Number of deaths ages 15-19 years
942,SH.DTH.2024,Number of deaths ages 20-24 years
943,SH.DTH.0509,Number of deaths ages 5-9 years
944,SH.DTH.IMRT,Number of infant deaths
945,SH.MMR.DTHS,Number of maternal deaths
946,SH.DTH.NMRT,Number of neonatal deaths
947,SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)"
948,SH.DTH.MORT,Number of under-five deaths
949,IC.TAX.METG,Number of visits or required meetings with tax officials (average for affected firms)
950,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)"
951,PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)"
952,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
953,TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports)
954,TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports)
955,GC.XPN.OTHR.ZS,Other expense (% of expense)
956,GC.XPN.OTHR.CN,Other expense (current LCU)
957,EN.ATM.GHGO.ZG,Other greenhouse gas emissions (% change from 1990)
958,EN.ATM.GHGO.KT.CE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)"
959,NV.MNF.OTHR.ZS.UN,Other manufacturing (% of value added in manufacturing)
960,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue)
961,GC.TAX.OTHR.CN,Other taxes (current LCU)
962,IC.TAX.OTHR.CP.ZS,Other taxes payable by businesses (% of commercial profits)
963,SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure)
964,SH.XPD.OOPC.PC.CD,Out-of-pocket expenditure per capita (current US$)
965,SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)"
966,SE.PRM.OENR.ZS,"Over-age students, primary (% of enrollment)"
967,SE.PRM.OENR.FE.ZS,"Over-age students, primary, female (% of female enrollment)"
968,SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)"
969,SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)"
970,SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)"
971,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)"
972,IP.PAT.NRES,"Patent applications, nonresidents"
973,IP.PAT.RESD,"Patent applications, residents"
974,SH.STA.ODFC.ZS,People practicing open defecation (% of population)
975,SH.STA.ODFC.RU.ZS,"People practicing open defecation, rural (% of rural population)"
976,SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)"
977,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population)
978,SH.H2O.BASW.RU.ZS,"People using at least basic drinking water services, rural (% of rural population)"
979,SH.H2O.BASW.UR.ZS,"People using at least basic drinking water services, urban (% of urban population)"
980,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population)
981,SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)"
982,SH.STA.BASS.UR.ZS,"People using at least basic sanitation services, urban (% of urban population)"
983,SH.H2O.SMDW.ZS,People using safely managed drinking water services (% of population)
984,SH.H2O.SMDW.RU.ZS,"People using safely managed drinking water services, rural (% of rural population)"
985,SH.H2O.SMDW.UR.ZS,"People using safely managed drinking water services, urban (% of urban population)"
986,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population)
987,SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)"
988,SH.STA.SMSS.UR.ZS,"People using safely managed sanitation services, urban (% of urban population)"
989,SH.STA.HYGN.ZS,People with basic handwashing facilities including soap and water (% of population)
990,SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)"
991,SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)"
992,IQ.SCI.PRDC,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)
993,AG.LND.CROP.ZS,Permanent cropland (% of land area)
994,SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)"
995,SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)"
996,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)"
997,SE.PRM.PRSL.FE.ZS,"Persistence to last grade of primary, female (% of cohort)"
998,SE.PRM.PRSL.MA.ZS,"Persistence to last grade of primary, male (% of cohort)"
999,SE.PRM.PRSL.ZS,"Persistence to last grade of primary, total (% of cohort)"
1000,BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)"
1001,BX.TRF.PWKR.DT.GD.ZS,"Personal remittances, received (% of GDP)"
1002,BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)"
1003,BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)"
1004,EN.ATM.PFCG.KT.CE,PFC gas emissions (thousand metric tons of CO2 equivalent)
1005,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)"
1006,EN.HPT.THRD.NO,"Plant species (higher), threatened"
1007,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
1008,EN.ATM.PM25.MC.ZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
1009,EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)"
1010,EN.ATM.PM25.MC.T2.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)"
1011,EN.ATM.PM25.MC.T3.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)"
1012,DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)"
1013,DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)"
1014,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate
1015,PV.NO.SRC,Political Stability and Absence of Violence/Terrorism: Number of Sources
1016,PV.PER.RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank
1017,PV.PER.RNK.LOWER,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval"
