,Series Code,Series Name
723,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP)
724,NE.GDI.TOTL.KD.ZG,Gross capital formation (annual % growth)
725,NE.GDI.TOTL.KD,Gross capital formation (constant 2015 US$)
726,NE.GDI.TOTL.KN,Gross capital formation (constant LCU)
727,NE.GDI.TOTL.CN,Gross capital formation (current LCU)
728,NE.GDI.TOTL.CD,Gross capital formation (current US$)
729,NY.GDY.TOTL.KN,Gross domestic income (constant LCU)
730,NY.GDS.TOTL.ZS,Gross domestic savings (% of GDP)
731,NY.GDS.TOTL.CN,Gross domestic savings (current LCU)
732,NY.GDS.TOTL.CD,Gross domestic savings (current US$)
733,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP)
734,NE.GDI.FTOT.KD.ZG,Gross fixed capital formation (annual % growth)
735,NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$)
736,NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU)
737,NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU)
738,NE.GDI.FTOT.CD,Gross fixed capital formation (current US$)
739,NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP)
740,NE.DAB.TOTL.KD,Gross national expenditure (constant 2015 US$)
741,NE.DAB.TOTL.KN,Gross national expenditure (constant LCU)
742,NE.DAB.TOTL.CN,Gross national expenditure (current LCU)
743,NE.DAB.TOTL.CD,Gross national expenditure (current US$)
744,NE.DAB.DEFL.ZS,Gross national expenditure deflator (base year varies by country)
745,NY.GNS.ICTR.ZS,Gross savings (% of GDP)
746,NY.GNS.ICTR.GN.ZS,Gross savings (% of GNI)
747,NY.GNS.ICTR.CN,Gross savings (current LCU)
748,NY.GNS.ICTR.CD,Gross savings (current US$)
749,NE.CON.PRVT.ZS,Households and NPISHs final consumption expenditure (% of GDP)
750,NE.CON.PRVT.KD.ZG,Households and NPISHs Final consumption expenditure (annual % growth)
751,NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure (constant 2015 US$)
752,NE.CON.PRVT.KN,Households and NPISHs Final consumption expenditure (constant LCU)
753,NE.CON.PRVT.CN,Households and NPISHs Final consumption expenditure (current LCU)
754,NE.CON.PRVT.CD,Households and NPISHs Final consumption expenditure (current US$)
755,NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)
756,NE.CON.PRVT.PC.KD.ZG,Households and NPISHs Final consumption expenditure per capita growth (annual %)
757,NE.CON.PRVT.PP.KD,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)"
758,NE.CON.PRVT.PP.CD,"Households and NPISHs Final consumption expenditure, PPP (current international $)"
759,NE.CON.PRVT.CN.AD,Households and NPISHs final consumption expenditure: linked series (current LCU)
760,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP)
761,NE.IMP.GNFS.KD.ZG,Imports of goods and services (annual % growth)
762,NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$)
763,NE.IMP.GNFS.KN,Imports of goods and services (constant LCU)
764,NE.IMP.GNFS.CN,Imports of goods and services (current LCU)
765,NE.IMP.GNFS.CD,Imports of goods and services (current US$)
766,GC.XPN.INTP.ZS,Interest payments (% of expense)
767,GC.XPN.INTP.RV.ZS,Interest payments (% of revenue)
768,GC.XPN.INTP.CN,Interest payments (current LCU)
769,ST.INT.ARVL,"International tourism, number of arrivals"
770,SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)"
771,SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)"
772,SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)"
773,IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100)
774,SH.STA.BRTW.ZS,Low-birthweight babies (% of births)
775,ER.MRN.PTMR.ZS,Marine protected areas (% of territorial waters)
776,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
777,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP)
778,GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU)
779,IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)"
780,IC.BUS.NREG,New businesses registered (number)
781,GC.XPN.OTHR.ZS,Other expense (% of expense)
782,GC.XPN.OTHR.CN,Other expense (current LCU)
783,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population)
784,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate)
785,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)"
786,GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)"
787,SE.PRE.ENRR,"School enrollment, preprimary (% gross)"
788,SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)"
789,SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)"
790,SE.SEC.ENRR,"School enrollment, secondary (% gross)"
791,SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)"
792,SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)"
793,SE.TER.ENRR,"School enrollment, tertiary (% gross)"
794,SE.ENR.TERT.FM.ZS,"School enrollment, tertiary (gross), gender parity index (GPI)"
795,SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)"
796,SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)"
797,SE.SEC.ENRL,"Secondary education, pupils"
798,TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)"
799,TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)"
800,TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)"
801,TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)"
802,TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)"
803,TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)"
804,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense)
805,GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU)
806,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)"
807,TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)"
808,TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)"
809,TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)"
810,TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)"
811,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)"
812,TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)"
813,TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)"
814,TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)"
815,TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)"
816,TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)"
817,TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
818,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
819,GC.TAX.TOTL.CN,Tax revenue (current LCU)
820,GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue)
821,GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services)
822,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU)
823,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)"
824,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)"
825,GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)"
826,NY.TTF.GNFS.KN,Terms of trade adjustment (constant LCU)
827,NE.TRD.GNFS.ZS,Trade (% of GDP)
828,SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)"
829,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)"
830,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)"
